N;Tratamiento;Dosis;Identificacion;Sexo;Raza;Edad;Peso_se_0;Peso_se_1;Peso_se_2;Peso_se_3;Peso_se_4;Ganan_peso;Valor;Detalle;Biomarker;Tiempo;Ref;Unidad
555;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;445.00;448.00;447.00;7.00;0.3;<;TG;inicial;NA;mmol/L
556;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;470.00;468.00;468.00;470.00;470.00;0.00;0.3;<;TG;inicial;NA;mmol/L
557;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;486.5;488.5;489.5;490.00;5.00;0.3;<;TG;inicial;NA;mmol/L
558;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;510.00;510.00;512.00;515.00;512.00;2.00;0.3;<;TG;inicial;NA;mmol/L
559;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.5;456.00;457.00;7.00;0.3;<;TG;inicial;NA;mmol/L
560;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;430.00;432.00;432.00;432.00;430.00;0.00;0.3;<;TG;inicial;NA;mmol/L
561;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;466.00;468.00;470.00;471.5;473.00;7.00;0.25;NA;TG;final;NA;mmol/L
562;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;308.00;309.5;311.00;312.00;313.00;5.00;0.28;NA;TG;final;NA;mmol/L
563;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;444.00;446.00;448.00;8.00;0.3;<;TG;final;NA;mmol/L
564;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;493.00;495.00;497.5;499.00;500.00;7.00;0.3;<;TG;final;NA;mmol/L
565;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;473.00;474.5;476.00;477.5;479.00;6.00;0.3;NA;TG;final;NA;mmol/L
566;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;432.00;434.00;436.00;438.00;440.00;8.00;0.3;NA;TG;final;NA;mmol/L
567;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;400.00;402.5;405.00;406.5;408.00;8.00;0.3;<;TG;final;NA;mmol/L
568;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.00;455.5;457.00;7.00;0.25;NA;TG;final;NA;mmol/L
569;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;467.00;468.5;469.00;469.5;470.00;3.00;0.45;NA;TG;final;NA;mmol/L
570;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;390.00;389.00;394.00;394.00;396.00;6.00;0.3;<;TG;final;NA;mmol/L
571;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;460.00;462.00;464.00;469.00;464.00;4.00;0.25;NA;TG;final;NA;mmol/L
572;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;475.00;478.00;480.00;481.00;475.00;0.00;0.4;NA;TG;final;NA;mmol/L
573;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;495.00;497.00;498.00;500.00;500.00;5.00;0.3;NA;TG;final;NA;mmol/L
574;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;487.5;489.00;490.00;491.00;6.00;0.35;NA;TG;final;NA;mmol/L
575;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;445.00;448.00;447.00;7.00;0.3;<;TG;final;NA;mmol/L
576;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;470.00;468.00;468.00;470.00;470.00;0.00;0.3;<;TG;final;NA;mmol/L
577;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;486.5;488.5;489.5;490.00;5.00;0.3;<;TG;final;NA;mmol/L
578;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;510.00;510.00;512.00;515.00;512.00;2.00;0.3;<;TG;final;NA;mmol/L
579;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.5;456.00;457.00;7.00;0.3;<;TG;final;NA;mmol/L
580;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;430.00;432.00;432.00;432.00;430.00;0.00;0.3;<;TG;final;NA;mmol/L
581;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;466.00;468.00;470.00;471.5;473.00;7.00;2.09;NA;Ca;inicial;1.95-3.10;mmol/L
582;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;308.00;309.5;311.00;312.00;313.00;5.00;2.5;NA;Ca;inicial;1.95-3.10;mmol/L
583;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;444.00;446.00;448.00;8.00;1.98;NA;Ca;inicial;1.95-3.10;mmol/L
584;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;493.00;495.00;497.5;499.00;500.00;7.00;2.35;NA;Ca;inicial;1.95-3.10;mmol/L
585;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;473.00;474.5;476.00;477.5;479.00;6.00;2.4;NA;Ca;inicial;1.95-3.10;mmol/L
586;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;432.00;434.00;436.00;438.00;440.00;8.00;2.3;NA;Ca;inicial;1.95-3.10;mmol/L
587;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;400.00;402.5;405.00;406.5;408.00;8.00;2.25;NA;Ca;inicial;1.95-3.10;mmol/L
588;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.00;455.5;457.00;7.00;2.25;NA;Ca;inicial;1.95-3.10;mmol/L
589;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;467.00;468.5;469.00;469.5;470.00;3.00;2.25;NA;Ca;inicial;1.95-3.10;mmol/L
590;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;390.00;389.00;394.00;394.00;396.00;6.00;2.4;NA;Ca;inicial;1.95-3.10;mmol/L
591;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;460.00;462.00;464.00;469.00;464.00;4.00;2.3;NA;Ca;inicial;1.95-3.10;mmol/L
592;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;475.00;478.00;480.00;481.00;475.00;0.00;2.25;NA;Ca;inicial;1.95-3.10;mmol/L
593;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;495.00;497.00;498.00;500.00;500.00;5.00;2.08;NA;Ca;inicial;1.95-3.10;mmol/L
594;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;487.5;489.00;490.00;491.00;6.00;2.15;NA;Ca;inicial;1.95-3.10;mmol/L
595;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;445.00;448.00;447.00;7.00;2.1;NA;Ca;inicial;1.95-3.10;mmol/L
596;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;470.00;468.00;468.00;470.00;470.00;0.00;2.05;NA;Ca;inicial;1.95-3.10;mmol/L
597;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;486.5;488.5;489.5;490.00;5.00;2.25;NA;Ca;inicial;1.95-3.10;mmol/L
598;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;510.00;510.00;512.00;515.00;512.00;2.00;1.99;NA;Ca;inicial;1.95-3.10;mmol/L
599;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.5;456.00;457.00;7.00;2.13;NA;Ca;inicial;1.95-3.10;mmol/L
600;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;430.00;432.00;432.00;432.00;430.00;0.00;2.25;NA;Ca;inicial;1.95-3.10;mmol/L
601;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;466.00;468.00;470.00;471.5;473.00;7.00;2.45;NA;Ca;final;1.95-3.10;mmol/L
602;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;308.00;309.5;311.00;312.00;313.00;5.00;2.5;NA;Ca;final;1.95-3.10;mmol/L
603;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;444.00;446.00;448.00;8.00;2.05;NA;Ca;final;1.95-3.10;mmol/L
604;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;493.00;495.00;497.5;499.00;500.00;7.00;2.4;NA;Ca;final;1.95-3.10;mmol/L
605;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;473.00;474.5;476.00;477.5;479.00;6.00;2.45;NA;Ca;final;1.95-3.10;mmol/L
606;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;432.00;434.00;436.00;438.00;440.00;8.00;2.45;NA;Ca;final;1.95-3.10;mmol/L
607;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;400.00;402.5;405.00;406.5;408.00;8.00;2.3;NA;Ca;final;1.95-3.10;mmol/L
608;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.00;455.5;457.00;7.00;2.2;NA;Ca;final;1.95-3.10;mmol/L
609;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;467.00;468.5;469.00;469.5;470.00;3.00;2.3;NA;Ca;final;1.95-3.10;mmol/L
610;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;390.00;389.00;394.00;394.00;396.00;6.00;2.45;NA;Ca;final;1.95-3.10;mmol/L
611;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;460.00;462.00;464.00;469.00;464.00;4.00;2.25;NA;Ca;final;1.95-3.10;mmol/L
612;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;475.00;478.00;480.00;481.00;475.00;0.00;2.37;NA;Ca;final;1.95-3.10;mmol/L
613;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;495.00;497.00;498.00;500.00;500.00;5.00;2.15;NA;Ca;final;1.95-3.10;mmol/L
614;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;487.5;489.00;490.00;491.00;6.00;2.25;NA;Ca;final;1.95-3.10;mmol/L
615;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;445.00;448.00;447.00;7.00;2.1;NA;Ca;final;1.95-3.10;mmol/L
616;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;470.00;468.00;468.00;470.00;470.00;0.00;2.15;NA;Ca;final;1.95-3.10;mmol/L
617;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;486.5;488.5;489.5;490.00;5.00;2.35;NA;Ca;final;1.95-3.10;mmol/L
618;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;510.00;510.00;512.00;515.00;512.00;2.00;1.99;NA;Ca;final;1.95-3.10;mmol/L
619;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.5;456.00;457.00;7.00;2.13;NA;Ca;final;1.95-3.10;mmol/L
620;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;430.00;432.00;432.00;432.00;430.00;0.00;2.13;NA;Ca;final;1.95-3.10;mmol/L
621;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;466.00;468.00;470.00;471.5;473.00;7.00;2.18;NA;PHOS;inicial;1.38-2.55;mmol/L
622;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;308.00;309.5;311.00;312.00;313.00;5.00;2.4;NA;PHOS;inicial;1.38-2.55;mmol/L
623;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;444.00;446.00;448.00;8.00;1.78;NA;PHOS;inicial;1.38-2.55;mmol/L
624;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;493.00;495.00;497.5;499.00;500.00;7.00;2.3;NA;PHOS;inicial;1.38-2.55;mmol/L
625;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;473.00;474.5;476.00;477.5;479.00;6.00;2.3;NA;PHOS;inicial;1.38-2.55;mmol/L
626;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;432.00;434.00;436.00;438.00;440.00;8.00;2.1;NA;PHOS;inicial;1.38-2.55;mmol/L
627;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;400.00;402.5;405.00;406.5;408.00;8.00;2.2;NA;PHOS;inicial;1.38-2.55;mmol/L
628;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.00;455.5;457.00;7.00;2.05;NA;PHOS;inicial;1.38-2.55;mmol/L
629;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;467.00;468.5;469.00;469.5;470.00;3.00;2.3;NA;PHOS;inicial;1.38-2.55;mmol/L
630;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;390.00;389.00;394.00;394.00;396.00;6.00;2.4;NA;PHOS;inicial;1.38-2.55;mmol/L
631;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;460.00;462.00;464.00;469.00;464.00;4.00;2.1;NA;PHOS;inicial;1.38-2.55;mmol/L
632;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;475.00;478.00;480.00;481.00;475.00;0.00;1.95;NA;PHOS;inicial;1.38-2.55;mmol/L
633;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;495.00;497.00;498.00;500.00;500.00;5.00;2.1;NA;PHOS;inicial;1.38-2.55;mmol/L
634;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;487.5;489.00;490.00;491.00;6.00;2.05;NA;PHOS;inicial;1.38-2.55;mmol/L
635;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;445.00;448.00;447.00;7.00;2.2;NA;PHOS;inicial;1.38-2.55;mmol/L
636;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;470.00;468.00;468.00;470.00;470.00;0.00;2.17;NA;PHOS;inicial;1.38-2.55;mmol/L
637;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;486.5;488.5;489.5;490.00;5.00;2;NA;PHOS;inicial;1.38-2.55;mmol/L
638;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;510.00;510.00;512.00;515.00;512.00;2.00;1.83;NA;PHOS;inicial;1.38-2.55;mmol/L
639;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.5;456.00;457.00;7.00;2;NA;PHOS;inicial;1.38-2.55;mmol/L
640;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;430.00;432.00;432.00;432.00;430.00;0.00;2.25;NA;PHOS;inicial;1.38-2.55;mmol/L
641;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;466.00;468.00;470.00;471.5;473.00;7.00;2;NA;PHOS;final;1.38-2.55;mmol/L
642;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;308.00;309.5;311.00;312.00;313.00;5.00;2.4;NA;PHOS;final;1.38-2.55;mmol/L
643;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;444.00;446.00;448.00;8.00;1.95;NA;PHOS;final;1.38-2.55;mmol/L
644;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;493.00;495.00;497.5;499.00;500.00;7.00;2.35;NA;PHOS;final;1.38-2.55;mmol/L
645;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;473.00;474.5;476.00;477.5;479.00;6.00;2.35;NA;PHOS;final;1.38-2.55;mmol/L
646;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;432.00;434.00;436.00;438.00;440.00;8.00;2.15;NA;PHOS;final;1.38-2.55;mmol/L
647;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;400.00;402.5;405.00;406.5;408.00;8.00;2.25;NA;PHOS;final;1.38-2.55;mmol/L
648;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.00;455.5;457.00;7.00;2.15;NA;PHOS;final;1.38-2.55;mmol/L
649;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;467.00;468.5;469.00;469.5;470.00;3.00;2.4;NA;PHOS;final;1.38-2.55;mmol/L
650;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;390.00;389.00;394.00;394.00;396.00;6.00;2.45;NA;PHOS;final;1.38-2.55;mmol/L
651;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;460.00;462.00;464.00;469.00;464.00;4.00;2.05;NA;PHOS;final;1.38-2.55;mmol/L
652;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;475.00;478.00;480.00;481.00;475.00;0.00;2.15;NA;PHOS;final;1.38-2.55;mmol/L
653;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;495.00;497.00;498.00;500.00;500.00;5.00;2.05;NA;PHOS;final;1.38-2.55;mmol/L
654;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;487.5;489.00;490.00;491.00;6.00;2.1;NA;PHOS;final;1.38-2.55;mmol/L
655;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;445.00;448.00;447.00;7.00;2.2;NA;PHOS;final;1.38-2.55;mmol/L
656;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;470.00;468.00;468.00;470.00;470.00;0.00;2.2;NA;PHOS;final;1.38-2.55;mmol/L
657;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;486.5;488.5;489.5;490.00;5.00;2.05;NA;PHOS;final;1.38-2.55;mmol/L
658;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;510.00;510.00;512.00;515.00;512.00;2.00;1.83;NA;PHOS;final;1.38-2.55;mmol/L
659;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.5;456.00;457.00;7.00;2;NA;PHOS;final;1.38-2.55;mmol/L
660;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;430.00;432.00;432.00;432.00;430.00;0.00;2;NA;PHOS;final;1.38-2.55;mmol/L
